battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_w,call_ratio,cores_ord,speed_ord,sim_ord,wifi_ord,bluetooth_bin,screen_bin
1402,0.3,87,1081,1767,347,17,0,12,Yes,3,hepta,low,Dual,3.0,12.0,46.36,LCD,n,708.27,309.5,0.0,116.83,7,1,1,5,1,0
965,1.0,131,297,653,3227,12,6,8,Yes,3,octa,low,Single,15.0,19.0,53.39,LCD,none,1204.08,135.81,276.44,120.62,8,1,0,1,1,0
1270,0.5,104,1512,1716,3299,13,4,16,Yes,2,penta,high,Single,,1.0,58.15,LCD,g,853.98,427.1,1089.66,79.38,5,3,0,4,1,0
919,0.3,159,275,570,1028,8,4,17,No,3,single,low,Dual,11.0,15.0,14.06,LCD,none,533.74,179.72,361.95,54.06,1,1,1,1,0,0
1963,0.1,157,1136,1813,714,18,2,2,Yes,4,dual,medium,Single,16.0,17.0,34.59,LCD,n,802.77,300.06,2302.51,981.5,2,2,0,5,1,0
1977,0.4,173,1145,1356,2641,8,2,7,No,2,octa,medium,Dual,2.0,6.0,31.46,LCD,none,1281.39,546.66,1722.12,282.43,8,2,1,1,0,0
1881,0.3,158,477,1553,1229,12,0,14,No,3,penta,medium,Single,4.0,7.0,51.65,LCD,none,777.19,343.87,0.0,134.36,5,2,0,1,0,0
683,0.9,173,954,1985,2622,16,3,5,No,2,quad,low,Single,5.0,17.0,19.46,LCD,b,761.1,343.63,1680.63,136.6,4,1,0,2,0,0
772,0.1,100,741,1471,929,13,6,18,No,2,dual,high,Dual,7.0,10.0,6.3,Touch,a,507.1,292.2,622.72,42.89,2,3,1,3,0,1
536,0.7,135,547,705,1211,15,10,7,Yes,4,triple,medium,Single,,,53.83,LCD,a,747.74,125.72,179.07,76.57,3,2,0,3,1,0
1694,1.0,186,1194,1208,1653,7,5,6,No,3,hexa,medium,Single,,,53.83,LCD,none,968.34,501.51,613.66,282.33,6,2,0,1,0,0
1633,0.9,111,146,906,511,9,0,7,No,4,dual,medium,Dual,3.0,19.0,33.4,Touch,none,871.03,258.99,0.0,233.29,2,2,1,1,0,1
1371,0.5,167,471,663,3034,13,6,8,No,2,quad,low,Single,4.0,19.0,53.05,LCD,none,759.82,144.28,280.67,171.38,4,1,0,1,0,0
551,0.1,172,169,1916,1414,6,1,19,Yes,4,hepta,high,Single,,15.0,54.3,LCD,a,673.04,803.18,4866.64,29.0,7,3,0,3,1,0
1221,0.5,139,1895,1976,2438,13,11,10,No,4,single,low,Single,1.0,7.0,28.18,Touch,b,1006.69,408.36,456.28,122.1,1,1,0,2,0,1
1000,0.7,179,1537,1761,3744,11,1,7,Yes,2,octa,low,Single,12.0,18.0,63.87,LCD,b,1106.85,537.51,4472.94,142.86,8,1,0,2,1,0
1986,0.2,162,236,1520,1377,5,3,15,No,4,quad,high,Dual,3.0,20.0,64.85,Touch,b,694.53,670.05,1286.93,132.4,4,3,1,2,0,1
1119,0.4,164,821,915,3520,7,4,7,No,4,quad,low,Dual,,1.0,23.33,LCD,none,843.3,387.3,581.03,159.86,4,1,1,1,0,0
1699,0.5,97,466,1768,3796,17,10,12,No,2,quad,low,Dual,1.0,3.0,59.83,Touch,n,803.64,235.46,449.07,141.58,4,1,1,5,0,1
1099,0.3,146,393,1096,1699,17,10,3,No,4,triple,low,Single,13.0,20.0,61.67,Touch,g,767.82,149.95,278.38,366.33,3,1,0,4,0,1
1576,0.2,90,400,631,336,14,8,13,No,3,triple,high,Single,7.0,16.0,58.34,Touch,n,711.92,117.69,200.34,121.23,3,3,0,5,0,1
950,0.1,156,774,843,1095,14,12,13,Yes,2,penta,low,Single,9.0,10.0,55.82,Touch,none,534.19,157.65,178.44,73.08,5,1,0,1,1,1
1081,1.0,99,284,519,325,9,1,6,Yes,2,triple,high,Dual,13.0,17.0,49.46,LCD,a,399.29,165.95,1318.26,180.17,3,3,1,3,1,0
606,0.2,146,465,1152,1223,19,12,7,No,4,quad,high,Single,1.0,2.0,53.6,LCD,none,713.36,140.42,243.84,86.57,4,3,0,1,0,0
502,0.2,199,705,1810,1649,6,1,14,No,2,dual,medium,Dual,7.0,12.0,37.52,Touch,none,504.36,811.12,4597.4,35.86,2,2,1,1,0,1
957,0.1,160,38,1682,1898,12,4,3,Yes,4,dual,low,Single,,,3.94,Touch,none,739.98,337.84,1068.07,319.0,2,1,0,1,1,1
1658,0.3,159,51,739,2609,12,11,19,Yes,4,penta,medium,Dual,,,37.88,LCD,none,1061.2,115.58,170.64,87.26,5,2,1,1,1,0
1681,0.3,167,850,1005,2265,5,3,20,Yes,3,single,high,Dual,6.0,7.0,18.64,Touch,a,883.99,573.37,850.9,84.05,1,3,1,3,1,1
1983,1.0,87,349,676,2775,9,4,3,Yes,2,hexa,low,Dual,3.0,10.0,43.63,Touch,a,646.07,196.2,429.26,661.0,6,1,1,3,1,1
1753,0.9,113,387,1595,1445,17,16,12,No,4,hepta,medium,Single,8.0,17.0,12.08,Touch,b,745.82,178.57,253.21,146.08,7,2,0,2,0,1
1632,0.1,132,706,1623,2614,5,4,15,Yes,3,quad,medium,Single,,1.0,41.6,LCD,none,1212.2,702.09,1030.61,108.8,4,2,0,1,1,0
1949,0.3,145,951,1178,356,5,3,19,Yes,2,hepta,medium,Single,7.0,11.0,57.46,LCD,none,630.41,659.49,997.37,102.58,7,2,0,1,1,0
1696,0.9,97,179,772,523,5,0,4,No,2,triple,medium,Single,1.0,2.0,13.91,Touch,b,468.09,402.58,0.0,424.0,3,2,0,2,0,1
688,0.8,131,426,1964,3745,17,1,4,No,2,hepta,high,Dual,,3.0,57.55,Touch,none,1417.35,299.75,4988.56,172.0,7,3,1,1,0,1
1104,0.4,199,653,1413,1229,6,0,3,No,4,dual,medium,Single,1.0,13.0,60.13,Touch,n,856.68,658.96,0.0,368.0,2,2,0,5,0,1
1122,0.6,184,1578,1963,1402,14,10,3,No,2,triple,high,Single,,4.0,28.79,Touch,none,1000.21,371.84,498.6,374.0,3,3,0,1,0,1
504,0.9,172,280,1795,2085,13,5,8,Yes,4,penta,low,Dual,2.0,14.0,46.52,LCD,none,807.4,331.3,911.86,63.0,5,1,1,1,1,0
1154,0.7,156,251,1801,587,8,3,4,No,4,hepta,low,Single,12.0,14.0,14.45,Touch,b,665.97,540.58,1524.85,288.5,7,1,0,2,0,1
1727,0.6,85,1463,1992,2457,19,13,7,No,4,hepta,medium,Single,2.0,8.0,63.37,LCD,g,1214.74,272.68,389.21,246.71,7,2,0,4,0,0
1674,0.2,89,1432,1649,2030,7,0,6,No,4,triple,high,Dual,,7.0,52.2,LCD,none,1198.46,792.48,0.0,279.0,3,3,1,1,0,0
1948,0.2,135,477,571,816,16,2,3,No,4,dual,high,Dual,5.0,14.0,18.8,LCD,none,999.23,117.2,725.17,649.33,2,3,1,1,0,0
1218,0.8,150,1122,1746,1667,10,0,12,Yes,2,hepta,high,Dual,3.0,14.0,39.36,LCD,none,690.34,527.16,0.0,101.5,7,3,1,1,1,0
531,0.7,189,145,1903,2958,17,1,19,No,2,hepta,medium,Single,10.0,14.0,62.98,Touch,none,506.57,284.66,4833.62,27.95,7,2,0,1,0,1
1057,0.5,154,416,1055,3705,6,4,13,No,3,penta,medium,Single,4.0,13.0,5.38,LCD,none,969.89,399.45,669.93,81.31,5,2,0,1,0,0
576,0.8,162,847,893,2800,11,6,16,No,2,octa,medium,Single,1.0,5.0,30.31,Touch,n,841.83,249.5,378.04,36.0,8,2,0,5,0,1
1960,0.2,165,868,877,3773,11,9,6,Yes,2,hepta,medium,Single,1.0,9.0,7.48,Touch,a,1155.9,220.52,247.51,326.67,7,2,0,3,1,1
673,0.1,88,594,1088,2050,7,2,17,Yes,4,single,medium,Dual,3.0,5.0,22.49,Touch,none,746.28,432.49,1381.76,39.59,1,2,1,1,1,1
718,0.8,88,518,830,1754,17,11,9,No,4,single,low,Dual,,7.0,21.41,LCD,g,703.76,122.73,191.65,79.78,1,1,1,4,0,0
864,0.3,103,663,1805,1904,12,8,13,No,4,triple,medium,Single,3.0,7.0,35.27,Touch,b,852.98,338.66,573.09,66.46,3,2,0,2,0,1
547,0.4,154,371,541,2705,17,3,10,No,3,penta,medium,Dual,1.0,4.0,37.66,Touch,none,894.19,96.52,458.05,54.7,5,2,1,1,0,1
623,0.1,102,1749,1781,3537,16,13,3,Yes,4,octa,low,Single,1.0,7.0,3.65,LCD,g,938.91,307.55,347.98,207.67,8,1,0,4,1,0
1793,0.4,154,586,722,1370,16,3,19,No,3,penta,low,Dual,11.0,13.0,27.58,LCD,n,728.62,145.09,611.29,94.37,5,1,1,5,0,0
1720,0.1,137,409,646,1222,13,2,7,Yes,2,dual,low,Dual,,3.0,19.29,LCD,none,337.99,147.65,820.42,245.71,2,1,1,1,1,0
812,1.0,106,35,1309,3102,6,0,2,No,2,quad,low,Dual,1.0,7.0,64.5,LCD,none,998.59,554.34,0.0,406.0,4,1,1,1,0,0
980,0.9,160,1008,1758,2268,7,5,4,Yes,4,hexa,low,Single,,,33.34,Touch,none,958.17,598.36,893.06,245.0,6,1,0,1,1,1
643,0.2,187,442,1079,2648,7,5,18,No,4,octa,medium,Single,9.0,12.0,18.52,Touch,n,874.98,344.29,548.13,35.72,8,2,0,5,0,1
1925,0.8,175,983,1087,2173,7,3,19,No,4,octa,high,Dual,,11.0,16.32,Touch,none,1040.8,488.79,920.33,101.32,8,3,1,1,0,1
1408,0.1,151,875,982,3162,19,18,3,Yes,3,quad,high,Single,3.0,6.0,32.6,LCD,none,938.38,127.65,138.57,469.33,4,3,0,1,1,0
1522,0.2,124,952,1191,1368,14,5,17,Yes,3,single,low,Dual,4.0,5.0,28.52,LCD,b,734.49,260.51,605.03,89.53,1,1,1,2,1,0
587,0.6,111,244,1361,2746,10,4,7,Yes,4,single,high,Single,16.0,17.0,51.8,LCD,b,815.64,326.09,864.24,83.86,1,3,0,2,1,0
1959,0.7,191,65,1055,619,7,4,8,No,3,hexa,low,Dual,5.0,20.0,18.05,Touch,a,524.88,333.01,669.93,244.88,6,1,1,3,0,1
1872,0.7,89,1749,1767,724,17,3,9,No,3,hexa,low,Dual,3.0,6.0,17.4,LCD,g,909.33,365.82,1496.06,208.0,6,1,1,4,0,0
1043,0.1,111,716,1626,912,16,9,6,Yes,2,triple,low,Single,7.0,8.0,42.59,Touch,none,503.0,245.82,458.89,173.83,3,1,0,1,1,1
1809,0.7,123,433,1661,2784,12,6,20,No,3,hexa,low,Single,6.0,19.0,23.78,Touch,b,1024.74,324.97,703.16,90.45,6,1,0,2,0,1
1703,0.2,92,134,521,793,7,3,17,Yes,4,hexa,low,Single,5.0,7.0,23.2,Touch,none,915.69,179.42,441.11,100.18,6,1,0,1,1,1
1095,0.5,197,179,1247,560,9,1,10,Yes,3,single,low,Single,4.0,5.0,45.76,Touch,none,503.74,353.36,3167.38,109.5,1,1,0,1,1,1
1414,0.6,137,804,1564,312,5,2,8,No,2,quad,high,Single,1.0,20.0,27.31,LCD,b,607.58,829.45,1986.28,176.75,4,3,0,2,0,0
1659,0.1,88,787,1515,545,12,0,9,Yes,2,hepta,high,Single,2.0,18.0,41.52,Touch,a,701.29,361.36,0.0,184.33,7,3,0,3,1,1
1540,0.8,197,704,822,1591,19,0,2,No,3,hepta,low,Dual,1.0,12.0,60.7,LCD,n,928.59,144.68,0.0,770.0,7,1,1,5,0,0
1342,0.6,86,991,1638,2746,15,5,10,No,4,hepta,medium,Single,,1.0,31.43,Touch,none,1187.5,307.54,832.1,134.2,7,2,0,1,0,1
1189,0.5,198,379,932,893,9,6,13,Yes,3,triple,high,Single,13.0,14.0,8.11,Touch,none,602.44,236.26,394.55,91.46,3,3,0,1,1,1
518,0.6,128,489,710,2514,16,12,7,Yes,4,hexa,high,Single,,,62.06,Touch,a,887.25,109.49,150.28,74.0,6,3,0,3,1,1
1449,0.2,144,1518,1883,1032,10,0,8,No,4,single,low,Dual,3.0,12.0,9.96,Touch,a,876.08,614.34,0.0,181.12,1,1,1,3,0,1
516,0.4,91,855,1401,819,8,0,10,No,4,penta,medium,Dual,,7.0,39.46,Touch,a,684.05,521.11,0.0,51.6,5,2,1,3,0,1
1569,0.9,111,1261,1383,3672,15,2,15,No,3,triple,low,Dual,8.0,16.0,59.2,LCD,a,902.01,314.14,1756.41,104.6,3,1,1,3,0,0
1312,0.9,156,115,1791,3833,14,13,17,Yes,2,hexa,low,Dual,,,24.42,Touch,none,1025.86,238.6,349.93,77.18,6,1,1,1,1,1
1893,0.1,179,1203,1432,1482,15,7,17,Yes,2,octa,low,Dual,1.0,3.0,23.41,Touch,none,876.82,286.98,519.61,111.35,8,1,1,1,1,1
1076,0.2,105,545,1300,2043,7,5,14,No,2,penta,high,Single,3.0,4.0,14.17,LCD,none,762.2,416.22,660.4,76.86,5,3,0,1,0,0
530,0.9,118,818,1090,1229,16,11,2,Yes,2,hexa,high,Single,1.0,2.0,40.62,Touch,none,466.8,178.28,251.69,265.0,6,3,0,1,1,1
1044,0.6,129,42,1262,1816,17,16,15,Yes,3,quad,high,Dual,7.0,13.0,33.61,LCD,g,750.07,137.38,200.34,69.6,4,3,1,4,1,0
1330,0.7,126,1103,1637,2166,10,1,4,No,3,hepta,medium,Single,11.0,20.0,37.61,LCD,none,810.23,498.89,4157.98,332.5,7,2,0,1,0,0
1836,0.7,104,168,1068,2469,18,6,7,No,3,penta,medium,Dual,,1.0,14.6,Touch,g,766.84,144.73,452.12,262.29,5,2,1,4,0,1
1741,0.1,140,719,755,2575,13,10,7,Yes,4,penta,low,Single,1.0,3.0,55.62,Touch,n,787.82,161.46,191.77,248.71,5,1,0,5,1,1
1869,0.4,152,163,874,1375,15,3,19,No,4,single,high,Single,,13.0,30.52,LCD,none,816.49,147.63,739.99,98.37,1,3,0,1,0,0
1331,0.9,146,1162,1531,1732,6,2,11,No,3,triple,low,Single,8.0,15.0,55.72,LCD,g,834.24,771.91,1944.37,121.0,3,1,0,4,0,0
1655,0.1,105,626,1348,673,10,3,12,Yes,4,triple,low,Dual,6.0,12.0,4.23,LCD,none,792.35,361.59,1141.31,137.92,3,1,1,1,1,0
605,0.9,162,329,656,2301,15,9,8,No,4,dual,medium,Single,9.0,14.0,18.98,LCD,none,738.89,106.56,185.14,75.62,2,2,0,1,0,0
1245,0.7,105,330,1434,2676,17,8,7,Yes,3,penta,low,Single,2.0,3.0,30.15,LCD,none,769.25,198.93,455.3,177.86,5,1,0,1,1,0
1709,0.8,136,956,1292,1781,18,3,17,Yes,4,dual,low,Single,8.0,10.0,58.41,LCD,none,915.23,223.71,1093.89,100.53,2,1,0,1,1,0
846,0.1,123,1140,1983,2248,16,8,13,Yes,4,quad,high,Single,,15.0,58.71,LCD,none,1032.23,324.78,629.6,65.08,4,3,0,1,1,0
1403,0.9,90,217,1623,921,14,13,18,Yes,3,quad,high,Dual,3.0,13.0,62.37,LCD,none,708.02,217.7,317.11,77.94,4,3,1,1,1,0
688,1.0,89,271,869,391,5,2,8,Yes,3,triple,medium,Single,,2.0,2.34,Touch,b,453.94,429.35,1103.63,86.0,3,2,0,2,1,1
775,0.1,185,444,1555,1719,19,3,18,Yes,4,hepta,high,Dual,1.0,14.0,10.38,Touch,a,754.71,213.54,1316.57,43.06,7,3,1,3,1,1
1154,0.8,159,1003,1827,3262,16,15,16,No,4,penta,medium,Single,6.0,16.0,35.18,LCD,none,945.96,241.38,309.37,72.12,5,2,0,1,0,0
1375,0.1,194,227,772,1947,15,13,15,No,4,dual,low,Dual,2.0,3.0,35.78,Touch,n,756.73,102.97,150.84,91.67,2,1,1,5,0,1
1827,0.9,130,253,1764,2693,8,3,7,Yes,2,hepta,low,Single,4.0,9.0,61.94,Touch,g,766.39,529.78,1493.52,261.0,7,1,0,4,1,1
1697,0.1,90,88,1046,441,15,1,11,No,4,quad,low,Single,,,60.08,Touch,none,866.56,177.35,2656.84,154.27,4,1,0,1,0,1
741,0.3,178,334,594,1886,19,11,9,No,3,penta,medium,Single,1.0,13.0,14.26,Touch,g,774.29,78.84,137.16,82.33,5,2,0,4,0,1
1672,0.7,174,1281,1896,1267,17,4,20,Yes,4,single,low,Dual,13.0,20.0,32.71,Touch,none,981.36,332.79,1203.96,83.6,1,1,1,1,1,1
514,0.1,186,168,1320,687,6,0,20,Yes,3,triple,low,Single,4.0,7.0,57.84,Touch,b,535.79,563.31,0.0,25.7,3,1,0,2,1,1
1375,0.1,105,898,1687,2890,17,1,12,Yes,2,single,medium,Dual,2.0,13.0,12.57,LCD,none,1073.06,285.05,4284.98,114.58,1,2,1,1,1,0
989,0.7,124,46,1069,1737,8,5,10,Yes,4,single,medium,Dual,4.0,12.0,55.59,LCD,g,808.57,288.08,543.05,98.9,1,2,1,4,1,0
1510,0.7,138,118,1170,887,18,6,5,Yes,2,dual,high,Dual,11.0,13.0,47.48,LCD,none,635.46,157.42,495.3,302.0,2,3,1,1,1,0
1266,0.4,86,1187,1595,398,16,8,3,No,3,hepta,high,Single,1.0,2.0,18.42,Touch,a,585.25,282.31,506.41,422.0,7,3,0,3,0,1
1396,0.1,138,1191,1347,2389,7,3,15,No,2,hepta,high,Dual,,1.0,46.36,LCD,n,771.51,599.67,1140.46,93.07,7,3,1,5,0,0
808,0.8,161,526,1324,3431,15,6,13,No,2,single,high,Single,3.0,9.0,45.65,Touch,n,931.97,223.99,560.49,62.15,1,3,0,5,0,1
1542,0.8,182,346,966,3601,14,4,16,No,2,dual,high,Single,1.0,11.0,43.56,LCD,none,876.39,179.0,613.41,96.38,2,3,0,1,0,0
745,0.8,102,89,1538,2459,14,1,16,Yes,3,octa,low,Dual,5.0,10.0,35.53,Touch,none,763.64,278.79,3906.52,46.56,8,1,1,1,1,1
1735,0.7,148,137,846,3230,6,1,9,Yes,4,hexa,medium,Dual,,,59.58,Touch,none,1114.08,357.87,2148.84,192.78,6,2,1,1,1,1
586,0.3,188,1226,1389,3646,15,4,11,No,3,dual,low,Dual,1.0,5.0,57.36,Touch,g,1054.29,303.13,882.02,53.27,2,1,1,4,0,1
1341,0.4,107,473,574,2200,18,14,15,Yes,2,octa,medium,Dual,,1.0,36.23,Touch,none,740.54,82.85,104.14,89.4,8,2,1,1,1,1
781,0.2,88,368,607,3862,17,10,9,Yes,2,dual,medium,Dual,1.0,7.0,64.55,LCD,none,747.67,91.42,154.18,86.78,2,2,1,1,1,0
501,0.5,174,239,1636,3077,17,3,17,Yes,2,hexa,low,Dual,14.0,20.0,22.48,LCD,none,609.16,243.27,1385.15,29.47,6,1,1,1,1,0
1224,0.2,139,622,709,621,11,4,14,Yes,4,dual,medium,Dual,2.0,9.0,44.54,Touch,b,671.23,204.67,450.22,87.43,2,2,1,2,1,1
1970,0.3,80,654,882,2372,14,12,2,No,4,octa,medium,Dual,11.0,19.0,58.74,Touch,none,1322.01,151.25,186.69,985.0,8,2,1,1,0,1
618,0.9,138,853,1781,2574,14,3,5,Yes,4,dual,medium,Dual,,1.0,63.35,Touch,none,1153.33,350.32,1507.91,123.6,2,2,1,1,1,1
1537,0.8,158,686,1305,2857,17,14,2,No,4,quad,high,Single,11.0,17.0,46.7,Touch,a,1308.92,170.04,236.76,768.5,4,3,0,3,0,1
1018,0.6,153,992,1433,3143,17,12,20,No,2,octa,medium,Single,8.0,10.0,16.12,Touch,none,653.4,212.74,303.32,50.9,8,2,0,1,0,1
1545,0.1,173,115,1352,3197,14,9,6,No,4,penta,medium,Dual,15.0,20.0,35.69,LCD,g,1140.1,207.08,381.56,257.5,5,2,1,4,0,0
1871,0.4,144,275,1966,2727,15,8,11,No,4,octa,medium,Single,4.0,5.0,41.78,LCD,none,1200.71,296.6,624.21,170.09,8,2,0,1,0,0
1729,0.9,186,461,1178,1519,9,4,5,Yes,3,single,medium,Dual,1.0,6.0,12.39,LCD,n,834.46,326.24,748.03,345.8,1,2,1,5,1,0
680,0.1,131,1428,1500,2438,14,2,17,Yes,4,triple,medium,Dual,9.0,11.0,9.76,LCD,none,1152.97,371.97,1905.0,40.0,3,2,1,1,1,0
1106,0.7,107,614,1212,2674,9,3,9,Yes,3,triple,medium,Single,4.0,9.0,54.39,LCD,b,553.35,363.77,1026.16,122.89,3,2,0,2,1,0
635,0.3,97,193,989,2107,13,12,12,Yes,4,penta,low,Dual,1.0,13.0,50.41,LCD,none,644.49,144.67,209.34,52.92,5,1,1,1,1,0
618,0.2,143,1105,1602,2262,16,15,4,No,2,single,low,Single,8.0,14.0,16.32,Touch,none,598.2,225.39,271.27,154.5,1,1,0,1,0,1
1671,0.9,179,398,1263,815,16,6,10,No,3,octa,low,Dual,13.0,18.0,5.89,Touch,b,711.33,196.84,534.67,167.1,8,1,1,2,0,1
1562,0.1,105,480,728,2829,13,10,3,Yes,4,hepta,medium,Dual,,9.0,52.45,Touch,g,1087.02,135.04,184.91,520.67,7,2,1,4,1,1
1975,0.9,151,775,1607,3022,13,5,19,Yes,2,single,medium,Dual,2.0,17.0,31.3,LCD,a,853.64,325.35,816.36,103.95,1,2,1,3,1,0
831,0.7,134,1482,1490,2573,16,12,18,Yes,4,octa,low,Single,2.0,9.0,62.49,LCD,a,866.34,266.89,315.38,46.17,8,1,0,3,1,0
1524,0.6,174,154,550,2678,16,5,13,Yes,3,quad,medium,Dual,,1.0,10.24,LCD,a,980.74,86.54,279.4,117.23,4,2,1,3,1,0
1528,0.8,129,454,1762,1282,11,9,11,Yes,4,penta,medium,Dual,3.0,6.0,55.73,Touch,a,662.94,325.18,497.28,138.91,5,2,1,3,1,1
1447,0.2,155,737,1455,568,12,11,8,Yes,2,octa,high,Dual,2.0,16.0,9.67,LCD,none,679.39,254.49,335.97,180.88,8,3,1,1,1,0
1344,0.5,190,419,556,2074,8,1,5,No,3,single,medium,Single,1.0,3.0,14.37,Touch,none,828.49,219.34,1412.24,268.8,1,2,0,1,0,1
564,0.7,130,853,1737,2227,9,2,14,No,3,dual,high,Dual,1.0,3.0,8.43,LCD,g,847.14,533.14,2205.99,40.29,2,3,1,4,0,0
921,0.1,83,1211,1229,1080,10,0,6,No,2,dual,low,Dual,1.0,3.0,60.96,LCD,a,625.17,438.25,0.0,153.5,2,1,1,3,0,0
1413,0.2,200,314,1606,2867,5,4,15,Yes,2,hexa,medium,Single,2.0,6.0,11.05,Touch,none,665.93,649.13,1019.81,94.2,6,2,0,1,1,1
831,0.5,86,172,1239,1075,12,11,3,No,3,hexa,high,Single,10.0,12.0,55.42,Touch,none,653.93,195.18,286.1,277.0,6,3,0,1,0,1
802,0.6,153,527,734,3063,17,13,4,No,2,penta,low,Dual,3.0,6.0,43.66,Touch,none,904.13,107.24,143.41,200.5,5,1,1,1,0,1
1923,1.0,86,874,1264,2479,9,2,15,No,3,quad,medium,Single,3.0,4.0,24.47,Touch,none,809.08,423.37,1605.28,128.2,4,2,0,1,0,1
1193,0.4,196,674,864,2394,19,11,14,Yes,3,triple,high,Single,10.0,17.0,56.59,Touch,none,895.16,126.78,199.51,85.21,3,3,0,1,1,1
904,0.8,112,657,1014,2814,13,3,19,Yes,4,triple,medium,Dual,10.0,11.0,31.15,LCD,none,813.23,230.03,858.52,47.58,3,2,1,1,1,0
1285,1.0,140,475,500,2094,8,0,10,No,4,hepta,high,Single,1.0,2.0,51.56,LCD,none,1023.03,218.97,0.0,128.5,7,3,0,1,0,0
1635,0.6,182,1209,1411,2315,10,1,2,No,4,quad,high,Dual,,,2.43,Touch,none,962.15,469.62,3583.94,817.5,4,3,1,1,0,1
1923,0.9,154,15,525,2519,13,0,16,No,4,quad,medium,Dual,5.0,6.0,14.41,LCD,g,915.14,102.62,0.0,120.19,4,2,1,4,0,0
1851,0.9,198,293,1967,735,7,6,14,Yes,4,hexa,medium,Dual,3.0,11.0,12.71,LCD,n,711.76,547.89,832.7,132.21,6,2,1,5,1,0
727,1.0,131,813,1377,1891,19,13,7,Yes,4,hepta,medium,Single,,1.0,32.49,LCD,b,842.94,176.43,269.04,103.86,7,2,0,2,1,0
1396,0.1,118,173,1843,1386,7,1,8,No,4,hexa,medium,Dual,,1.0,44.44,Touch,b,619.93,664.93,4681.22,174.5,6,2,1,2,0,1
877,0.8,135,457,652,3260,14,12,6,No,4,single,medium,Dual,9.0,14.0,46.53,LCD,none,943.89,109.68,138.01,146.17,1,2,1,1,0,0
696,0.2,103,533,797,2022,14,11,4,Yes,4,triple,high,Single,11.0,13.0,35.72,LCD,n,725.71,136.78,184.03,174.0,3,3,0,5,1,0
1009,0.6,102,912,1043,1716,7,5,15,Yes,2,octa,medium,Dual,2.0,14.0,2.39,LCD,none,816.63,409.09,529.84,67.27,8,2,1,1,1,0
1526,0.3,116,798,1418,3317,7,1,8,No,4,penta,medium,Dual,2.0,6.0,38.73,Touch,a,1160.48,584.48,3601.72,190.75,5,2,1,3,0,1
987,0.8,192,412,565,1454,11,3,8,No,3,hepta,medium,Dual,1.0,3.0,20.63,Touch,none,700.42,155.78,478.37,123.38,7,2,1,1,0,1
1414,0.5,101,130,887,2290,13,0,12,Yes,4,quad,medium,Dual,,1.0,49.46,Touch,none,713.33,175.16,0.0,117.83,4,2,1,1,1,1
1732,0.3,172,201,656,3940,17,11,20,No,2,penta,low,Single,2.0,3.0,61.64,Touch,g,908.53,86.07,151.48,86.6,5,1,0,4,0,1
1587,0.9,148,299,874,461,17,4,4,Yes,3,octa,low,Single,,15.0,50.86,LCD,a,671.0,134.35,554.99,396.75,8,1,0,3,1,0
1097,0.1,160,1277,1352,2219,15,6,12,No,4,hepta,low,Single,10.0,15.0,21.61,LCD,g,1132.76,292.39,572.35,91.42,7,1,0,4,0,0
504,0.5,178,626,1195,470,6,0,16,No,3,triple,high,Dual,,,39.87,LCD,none,550.59,571.09,0.0,31.5,3,3,1,1,0,0
1159,0.2,80,378,751,2495,10,0,9,No,4,octa,high,Single,13.0,18.0,28.69,Touch,a,911.17,213.55,0.0,128.78,8,3,0,3,0,1
1910,0.6,146,333,639,2944,8,7,2,No,3,hepta,medium,Single,,2.0,29.12,Touch,a,886.92,172.17,231.87,955.0,7,2,0,3,0,1
865,0.1,159,805,1804,2361,16,11,19,No,3,triple,medium,Dual,8.0,9.0,59.78,LCD,b,870.25,258.42,416.56,45.53,3,2,1,2,0,0
1930,0.8,186,1901,1920,1783,17,3,13,Yes,2,octa,medium,Single,11.0,12.0,16.88,LCD,n,915.13,397.55,1625.6,148.46,8,2,0,5,1,0
860,0.7,170,1573,1581,2832,13,7,20,Yes,4,triple,medium,Dual,8.0,13.0,40.49,Touch,a,925.36,383.67,573.68,43.0,3,2,1,3,1,1
1268,0.9,182,360,912,931,11,5,20,Yes,4,hexa,high,Single,9.0,17.0,42.44,Touch,none,916.18,206.11,463.3,63.4,6,3,0,1,1,1
999,0.1,167,20,745,1344,17,10,5,Yes,4,quad,medium,Dual,,1.0,27.47,LCD,none,827.84,95.98,189.23,199.8,4,2,1,1,1,0
622,0.3,127,98,511,3916,13,1,5,No,4,dual,low,Single,,,9.48,LCD,g,1263.05,101.36,1297.94,124.4,2,1,0,4,0,0
1250,0.2,182,703,1011,1882,14,1,14,Yes,2,hepta,medium,Single,8.0,20.0,44.73,LCD,none,752.2,222.84,2567.94,89.29,7,2,0,1,1,0
763,0.3,104,273,1278,2865,11,6,9,Yes,4,penta,low,Single,9.0,12.0,51.38,Touch,b,910.64,264.91,541.02,84.78,5,1,0,2,1,1
1100,0.1,112,919,1344,757,12,2,16,Yes,3,octa,medium,Single,12.0,14.0,15.52,Touch,b,551.64,339.94,1706.88,68.75,8,2,0,2,1,1
815,0.3,85,982,1291,3469,5,4,6,No,3,hexa,medium,Dual,4.0,12.0,51.74,LCD,a,918.2,643.43,819.79,135.83,6,2,1,3,0,0
